CustomerID,Name,Gender,Age,Location,SignUpDate,LastLoginDate,TotalSpend,NoOfOrders,PreferredCategory,PaymentMethod,DeviceUsed,RatingGiven,IsPremiumMember
CUST1634,Amber Cooper,Male,42,South Andrea,2023-07-19,2025-05-02,14065,6,Home,Debit Card,Desktop,,No
CUST1635,Zachary Michael,Male,46,Port Georgemouth,2022-12-25,2025-05-01,20854,11,Beauty,Credit Card,Desktop,2,No
CUST1636,Timothy Johnson,Female,56,East Misty,2023-11-28,2025-04-24,43451,13,Electronics,Debit Card,Desktop,3,No
CUST1637,Randy Cannon,Male,48,Port Jennifer,2024-05-21,2025-05-12,26143,10,Electronics,Cash on Delivery,Desktop,3,No
CUST1638,Maria Fisher,Male,64,Parkermouth,2023-12-06,2025-05-08,24148,10,Beauty,Credit Card,Tablet,1,No
CUST1639,Janet Kane DVM,Male,60,Courtneyville,2023-09-04,2025-04-27,42471,10,Beauty,Debit Card,Mobile,5,No
CUST1640,Michael Stanley,Male,40,East Adam,2022-06-15,2025-04-16,19158,6,Home,Debit Card,Desktop,1,Yes
CUST1641,Martha Bailey,Male,61,Alexanderfort,2025-02-09,2025-04-21,21753,13,Beauty,Wallet,Tablet,5,No
CUST1642,Joshua Rice,Male,55,Stephenstown,2024-12-10,2025-05-09,49063,13,Clothing,Cash on Delivery,Desktop,5,Yes
CUST1643,Courtney Smith,Male,37,Youngshire,2022-07-07,2025-05-11,26890,9,Electronics,Wallet,Mobile,4,No
CUST1644,Edwin Nunez,Male,40,Chavezmouth,2025-03-07,2025-04-17,23628,12,Electronics,Credit Card,Tablet,4,Yes
CUST1645,Kim Morrow,Female,62,New Carolbury,2022-08-06,2025-04-28,13989,11,Beauty,Wallet,Tablet,4,Yes
CUST1646,Gregory Hill,Female,33,Christineside,2025-04-20,2025-04-18,38814,9,Books,Cash on Delivery,Mobile,3,No
CUST1647,Molly Rodriguez,Female,59,North Jack,2025-03-22,2025-05-03,33158,6,Books,Net Banking,Tablet,4,No
CUST1648,Jennifer Miranda,Female,25,Lake Michaelberg,2023-05-21,2025-04-19,7352,11,Beauty,Net Banking,Mobile,1,Yes
CUST1649,Alexis Harris,Female,38,Lake Belindaport,2023-06-10,2025-04-20,29950,7,Clothing,Credit Card,Tablet,1,No
CUST1650,Andrew Harper,Male,18,Samanthaton,2024-09-18,2025-05-11,3051,10,Books,Net Banking,Tablet,3,No
CUST1651,Amber Yang,Female,25,South Victoriaburgh,2024-01-01,2025-04-27,6911,11,Beauty,Wallet,Mobile,4,Yes
CUST1652,David Robinson,Female,46,Cherylshire,2023-09-06,2025-05-04,49659,13,Clothing,Credit Card,Mobile,5,No
CUST1653,Amy Gordon,Female,49,South Kara,2025-01-30,2025-04-24,33743,10,Clothing,Cash on Delivery,Tablet,2,No
CUST1654,Robert Dennis,Male,55,Sarahland,2025-05-06,2025-05-13,22300,8,Home,Credit Card,Tablet,5,No
CUST1655,Kyle Chambers,Male,22,Marcusfurt,2023-11-28,2025-05-08,10903,18,Clothing,Credit Card,Mobile,2,No
CUST1656,Eric Thomas,Male,64,Port Ronaldside,2025-04-12,2025-04-29,7739,16,Books,Debit Card,Mobile,3,No
CUST1657,Connie Turner,Male,39,West Thomasville,2022-11-19,2025-04-30,7210,9,Books,Debit Card,Tablet,3,No
CUST1658,Travis Hobbs,Female,64,Markchester,2024-08-21,2025-04-26,21884,16,Beauty,Credit Card,Tablet,3,Yes
CUST1659,Lori Simmons,Female,51,Lake Jason,2023-05-16,2025-05-05,21538,12,Beauty,Net Banking,Tablet,2,Yes
CUST1660,William David DDS,Male,18,North Ashleyhaven,2024-03-31,2025-04-27,41346,7,Clothing,Debit Card,Mobile,4,No
CUST1661,Emma Butler,Other,43,South Jenniferport,2024-01-07,2025-04-25,22947,7,Electronics,Cash on Delivery,Tablet,5,No
CUST1662,James Webster,Female,60,Lynchmouth,2022-05-26,2025-04-29,2785,12,Home,Wallet,Desktop,3,No
CUST1663,Samuel Turner,Male,27,Aliciastad,2024-01-14,2025-04-30,38491,11,Electronics,Debit Card,Mobile,3,Yes
CUST1664,Renee Melendez,Male,47,New Anna,2023-06-14,2025-04-24,14021,6,Clothing,Credit Card,Tablet,5,Yes
CUST1665,Tracy Grant,Male,35,Vasquezburgh,2023-08-24,2025-05-06,48157,11,Clothing,Net Banking,Mobile,4,No
CUST1666,David Harris,Male,34,Lake Kelly,2022-10-01,2025-05-13,7471,14,Electronics,Wallet,Desktop,3,No
CUST1667,Tammy Boone,Male,43,North David,2023-05-14,2025-04-29,29639,12,Home,Debit Card,Mobile,3,Yes
CUST1668,Nathaniel Lee,Male,25,Garrettville,2023-08-19,2025-04-14,20409,11,Electronics,Net Banking,Tablet,5,No
CUST1669,Michael Morrison,Male,64,Port Christina,2023-04-05,2025-04-20,12031,9,Beauty,Net Banking,Desktop,4,No
CUST1670,Chelsea Gill,Male,57,Gutierrezmouth,2023-01-17,2025-04-14,15221,11,Books,Net Banking,Desktop,2,No
CUST1671,Kristin Mendoza,Female,29,Annborough,2024-03-25,2025-05-13,19706,10,Beauty,Credit Card,Tablet,3,No
CUST1672,Felicia Krueger,Male,44,Lake Jamesport,2025-01-18,2025-05-07,38211,6,Books,Cash on Delivery,Tablet,5,No
CUST1673,Timothy Hayden,Female,25,Kristyport,2023-09-18,2025-04-14,7030,14,Clothing,Net Banking,Tablet,1,No
CUST1674,Zachary Mendoza,Male,42,Williammouth,2025-02-08,2025-04-14,11616,12,Home,Wallet,Mobile,,No
CUST1675,Larry Harris,Other,63,North Ginamouth,2024-02-04,2025-04-22,758,8,Electronics,Debit Card,Mobile,2,No
CUST1676,Kristen Rowe,Male,21,Ramseytown,2022-07-05,2025-05-04,782,11,Home,Wallet,Mobile,4,No
CUST1677,Joseph Howard,Male,50,East Mark,2023-07-13,2025-05-10,14437,7,Electronics,Credit Card,Tablet,3,No
CUST1678,Jose Crawford,Other,18,Sandrafort,2022-09-15,2025-05-07,2398,5,Beauty,Credit Card,Tablet,3,No
CUST1679,William Harrison,Female,36,Roblesberg,2024-06-15,2025-05-03,4635,8,Beauty,Wallet,Mobile,5,No
CUST1680,Suzanne Wood,Female,48,Mooremouth,2024-05-14,2025-05-10,7129,9,Electronics,Cash on Delivery,Desktop,3,No
CUST1681,Justin Walker,Male,33,Stevenchester,2024-02-14,2025-04-17,44436,14,Home,Credit Card,Mobile,4,No
CUST1682,Dean Donovan,Male,31,Port Adrianashire,2023-10-12,2025-04-17,20084,6,Electronics,Credit Card,Desktop,1,Yes
CUST1683,Jennifer Hernandez,Female,22,Angelatown,2024-02-29,2025-05-10,24051,16,Clothing,Wallet,Tablet,1,Yes
CUST1684,James Whitaker,Female,58,New Gina,2022-10-16,2025-04-15,33880,10,Beauty,Credit Card,Tablet,2,No
CUST1685,Mr. Michael Scott PhD,Female,43,Carlberg,2023-01-18,2025-05-05,47471,8,Clothing,Cash on Delivery,Mobile,4,No
CUST1686,Maria Henry,Female,45,Marymouth,2025-05-03,2025-04-19,17571,15,Beauty,Cash on Delivery,Mobile,2,No
CUST1687,Robert Jackson,Male,19,Simsburgh,2023-06-23,2025-05-01,20574,8,Beauty,Cash on Delivery,Tablet,2,No
CUST1688,Katherine Stark,Female,23,Lopezville,2024-07-08,2025-05-02,25688,6,Books,Debit Card,Mobile,3,No
CUST1689,Maria Brown,Male,26,Janetmouth,2022-08-25,2025-05-13,2807,10,Clothing,Cash on Delivery,Tablet,4,No
CUST1690,Ryan Landry,Male,50,West Robertfort,2023-11-11,2025-05-01,40401,9,Clothing,Cash on Delivery,Tablet,4,Yes
CUST1691,Pamela Gutierrez,Male,58,West Shannon,2024-02-26,2025-05-02,11705,9,Books,Debit Card,Desktop,2,No
CUST1692,Crystal Mann,Female,42,Javierport,2024-12-04,2025-04-22,6406,6,Home,Net Banking,Mobile,1,No
CUST1693,Jonathan Brooks,Male,30,North Neil,2024-09-10,2025-04-14,3091,9,Clothing,Credit Card,Tablet,5,Yes
CUST1694,Mary Jensen,Male,26,Port Jamesland,2023-10-03,2025-04-20,15649,10,Electronics,Cash on Delivery,Mobile,3,No
CUST1695,Mr. Aaron Arnold,Female,30,Hunterfort,2024-04-17,2025-05-06,45418,10,Books,Credit Card,Desktop,5,No
CUST1696,Joseph Hill,Male,48,East Matthew,2025-04-27,2025-05-01,40451,10,Clothing,Wallet,Desktop,5,Yes
CUST1697,Alicia Li,Female,58,Oconnorhaven,2022-06-25,2025-04-23,25650,11,Home,Credit Card,Mobile,4,Yes
CUST1698,Renee Browning,Male,28,Kimberlyberg,2022-08-02,2025-05-05,32352,9,Clothing,Debit Card,Mobile,2,No
CUST1699,Brent Hernandez,Female,21,Port Tonihaven,2025-02-03,2025-04-14,43370,12,Beauty,Credit Card,Tablet,5,No
CUST1700,Joseph Ochoa,Female,51,East Jenny,2025-02-03,2025-04-24,1783,11,Electronics,Credit Card,Desktop,4,Yes
CUST1701,James Watson,Male,55,Hugheshaven,2023-02-23,2025-04-14,34191,13,Books,Credit Card,Desktop,4,Yes
CUST1702,Karl Branch,Male,63,North Larryton,2025-01-16,2025-04-27,1625,13,Beauty,Net Banking,Desktop,3,No
CUST1703,Michael Abbott,Male,21,West Steventon,2024-04-01,2025-05-01,2029,13,Home,Net Banking,Mobile,3,No
CUST1704,Shannon Malone,Male,55,New Katieport,2025-02-02,2025-04-23,26670,10,Beauty,Wallet,Tablet,2,No
CUST1705,James Tran,Other,36,New Katherineborough,2022-12-11,2025-04-18,8938,7,Beauty,Debit Card,Mobile,4,Yes
CUST1706,Adam Jackson,Male,23,Jamesport,2022-05-18,2025-05-13,20595,10,Home,Credit Card,Mobile,4,No
CUST1707,Mr. Richard Knight PhD,Female,51,Amandamouth,2024-01-26,2025-04-28,16654,8,Beauty,Credit Card,Mobile,3,No
CUST1708,Joseph Williams,Male,35,West Edwardview,2023-03-20,2025-04-24,8504,8,Books,Credit Card,Tablet,3,No
CUST1709,Sean Clay,Female,30,North Susanside,2025-01-14,2025-04-25,10252,11,Clothing,Credit Card,Mobile,3,No
CUST1710,Anthony Jones,Female,58,East Amyside,2023-08-31,2025-05-07,43860,4,Beauty,Net Banking,Desktop,4,No
CUST1711,Stephanie Elliott,Female,40,Josephport,2023-09-13,2025-05-01,27319,10,Books,Wallet,Desktop,5,No
CUST1712,Timothy Edwards,Male,36,East Charles,2024-10-24,2025-04-15,37132,9,Clothing,Cash on Delivery,Desktop,2,No
CUST1713,Laurie Goodwin,Male,62,Amberton,2022-09-18,2025-04-27,27015,11,Clothing,Debit Card,Tablet,3,No
CUST1714,Jennifer Jones,Male,28,North Thomas,2022-11-02,2025-05-07,24717,13,Beauty,Credit Card,Mobile,2,No
CUST1715,David Davenport,Female,18,North Patrickland,2023-01-14,2025-05-13,23672,16,Books,Wallet,Tablet,4,No
CUST1716,Steven Rivera,Female,41,Myersshire,2023-06-05,2025-04-24,33494,12,Beauty,Cash on Delivery,Mobile,4,No
CUST1717,Brenda Hinton,Other,24,Jensenport,2024-07-24,2025-04-14,15536,9,Home,Wallet,Desktop,5,Yes
CUST1718,Kathryn Mccann,Male,42,Lisaside,2025-02-15,2025-04-23,12239,13,Clothing,Net Banking,Mobile,3,No
CUST1719,Jeffrey Roberson,Female,38,Port Kathyshire,2022-12-02,2025-05-03,32720,11,Beauty,Cash on Delivery,Mobile,,Yes
CUST1720,Randy Friedman,Female,32,North Lisa,2024-11-21,2025-04-19,49916,13,Clothing,Wallet,Mobile,1,No
CUST1721,Raymond Johnson,Male,18,Davisport,2025-04-13,2025-04-27,10087,4,Books,Net Banking,Tablet,4,Yes
CUST1722,Willie Henry,Male,29,Ruizbury,2024-02-10,2025-05-11,45017,4,Electronics,Wallet,Mobile,1,No
CUST1723,Todd Reynolds,Female,24,Port Paula,2023-09-22,2025-05-08,30629,5,Beauty,Wallet,Mobile,5,No
CUST1724,Mary Miller,Female,32,Robertafurt,2024-04-14,2025-05-07,1145,16,Beauty,Cash on Delivery,Mobile,4,No
CUST1725,Rebecca Marquez,Female,38,Lake Samantha,2024-05-26,2025-04-22,31430,11,Clothing,Net Banking,Tablet,4,No
CUST1726,Christian Dawson,Male,36,Kristinamouth,2022-12-07,2025-05-10,16799,9,Books,Credit Card,Tablet,5,No
CUST1727,Nancy Stewart,Female,46,Freemanland,2023-06-22,2025-04-23,30590,9,Home,Debit Card,Tablet,2,No
CUST1728,Aaron Parker,Male,42,Rodriguezfort,2023-02-07,2025-05-11,22453,6,Books,Cash on Delivery,Mobile,1,No
CUST1729,Derrick Anderson,Male,50,Singletonport,2025-04-15,2025-05-13,46943,7,Beauty,Net Banking,Desktop,5,Yes
CUST1730,Jerry Peters,Male,49,Cassandraberg,2024-11-20,2025-05-11,26975,10,Home,Wallet,Desktop,3,No
CUST1731,Alexander Gomez,Female,52,South Lisaville,2023-10-04,2025-04-22,19388,14,Books,Net Banking,Desktop,2,No
CUST1732,Kyle Nguyen,Female,61,Angelaland,2023-07-25,2025-04-17,44232,6,Electronics,Debit Card,Mobile,3,Yes
CUST1733,Edgar Hughes,Female,55,Amandafurt,2023-03-18,2025-05-12,16587,12,Clothing,Debit Card,Desktop,4,No
CUST1734,Steven Stein,Male,43,Allenbury,2022-09-22,2025-04-20,46805,5,Books,Credit Card,Desktop,1,No
CUST1735,Laura Jackson,Female,28,South Patrick,2024-02-16,2025-04-17,46537,7,Books,Credit Card,Desktop,3,No
CUST1736,Charles Turner,Male,52,Jaredshire,2023-12-06,2025-04-20,9846,10,Electronics,Debit Card,Mobile,1,No
CUST1737,Arthur Hamilton MD,Female,25,Muellerchester,2023-02-20,2025-04-26,1087,11,Beauty,Cash on Delivery,Desktop,3,No
CUST1738,Mr. David Wright,Male,63,Amybury,2024-01-15,2025-05-11,13263,10,Clothing,Cash on Delivery,Desktop,5,Yes
CUST1739,Linda Gonzalez,Male,31,Lake Elizabeth,2023-12-21,2025-04-25,42445,9,Books,Wallet,Mobile,,Yes
CUST1740,Eric Rush,Male,27,Wilsonmouth,2024-10-16,2025-05-09,4579,10,Home,Credit Card,Tablet,4,No
CUST1741,Manuel Brock,Male,19,Angelamouth,2023-04-27,2025-04-27,36616,10,Books,Wallet,Desktop,2,Yes
CUST1742,George Ochoa,Female,63,West Stephanie,2022-06-15,2025-04-23,20715,7,Clothing,Credit Card,Tablet,5,Yes
CUST1743,Valerie Taylor,Female,26,New Danielfurt,2022-06-18,2025-04-15,26317,9,Books,Debit Card,Desktop,4,No
CUST1744,Travis Harris,Male,20,Troyton,2024-09-27,2025-05-09,25265,7,Electronics,Cash on Delivery,Mobile,2,No
CUST1745,Vincent Novak,Female,38,East Lisashire,2025-02-12,2025-05-13,30612,8,Books,Cash on Delivery,Tablet,5,No
CUST1746,Michael Henry,Male,43,Port Dwayneberg,2024-12-19,2025-04-26,26056,11,Books,Debit Card,Tablet,4,No
CUST1747,Dana Bennett,Female,25,Schmidtfurt,2025-01-11,2025-05-11,18599,10,Home,Wallet,Tablet,4,No
CUST1748,Jenna Wilson,Female,19,Gonzalezmouth,2023-05-04,2025-05-06,44053,15,Electronics,Wallet,Tablet,4,No
CUST1749,Leslie Gardner,Female,23,Ashleyport,2022-09-29,2025-04-14,45596,13,Electronics,Net Banking,Desktop,2,No
CUST1750,Krista Benton,Male,45,Robbinsstad,2024-05-01,2025-05-04,6950,8,Books,Credit Card,Desktop,2,No
CUST1751,Michael Gonzales,Female,46,New Alanhaven,2023-03-17,2025-04-16,13730,11,Home,Wallet,Tablet,4,No
CUST1752,Michael Fuentes,Female,43,Abbottport,2023-06-24,2025-04-29,29509,11,Books,Debit Card,Desktop,2,No
CUST1753,Jennifer Porter,Male,42,West Rachelton,2025-05-07,2025-05-04,5933,5,Books,Wallet,Tablet,3,Yes
CUST1754,Dana Hopkins,Male,29,Lake Annstad,2023-01-31,2025-05-03,34366,7,Clothing,Cash on Delivery,Tablet,4,No
CUST1755,Rachel Jones,Female,22,Port Juliantown,2022-07-30,2025-04-27,40364,14,Clothing,Credit Card,Mobile,4,No
CUST1756,Karen Morales DDS,Female,51,South Jacqueline,2024-01-26,2025-04-19,19210,9,Home,Net Banking,Tablet,3,No
CUST1757,Melissa Stephens,Female,54,Garrettfurt,2024-12-29,2025-05-09,11939,8,Beauty,Credit Card,Desktop,4,No
CUST1758,Heather Woodard,Female,32,Jamesside,2024-03-10,2025-05-06,42355,4,Clothing,Cash on Delivery,Tablet,5,No
CUST1759,Margaret Miller,Female,61,Lake Glenn,2024-12-01,2025-05-08,16521,16,Beauty,Cash on Delivery,Mobile,4,Yes
CUST1760,Mary Kelly,Male,53,East Angela,2023-06-22,2025-05-01,6916,9,Electronics,Cash on Delivery,Desktop,2,Yes
CUST1761,Amanda Terrell,Male,32,Maryberg,2022-12-31,2025-05-09,7480,6,Clothing,Cash on Delivery,Mobile,3,No
CUST1762,Jennifer Goodwin,Male,60,Whitneyberg,2022-09-29,2025-04-16,18558,8,Clothing,Debit Card,Mobile,3,No
CUST1763,Jessica Smith,Female,40,North Charles,2023-12-06,2025-04-24,11601,10,Home,Net Banking,Tablet,2,Yes
CUST1764,Jorge Stone,Male,23,East Jenniferfort,2023-02-02,2025-04-16,41218,11,Beauty,Cash on Delivery,Mobile,3,No
CUST1765,Laura Griffin,Female,63,Proctorberg,2024-10-11,2025-04-27,33102,6,Clothing,Cash on Delivery,Mobile,2,Yes
CUST1766,Raymond Chapman,Female,61,East Dawnchester,2022-11-12,2025-05-04,9622,7,Clothing,Wallet,Desktop,3,No
CUST1767,Haley Johnson,Female,60,Englishchester,2022-06-04,2025-05-09,13076,9,Home,Net Banking,Mobile,5,Yes
CUST1768,Jason Nixon,Male,62,South William,2024-08-07,2025-05-05,28016,8,Home,Credit Card,Tablet,2,No
CUST1769,Todd Thomas,Female,38,Cruzbury,2024-03-19,2025-04-29,22933,10,Beauty,Net Banking,Tablet,4,No
CUST1770,Jesse Clark,Male,40,South Cassandra,2024-04-17,2025-04-14,1589,7,Electronics,Net Banking,Tablet,4,No
CUST1771,Mr. Jeffrey Horton,Female,60,Bradfordbury,2025-03-25,2025-05-03,37846,15,Electronics,Net Banking,Mobile,1,No
CUST1772,Eric Patrick,Male,33,Robertside,2024-06-19,2025-04-23,9627,9,Books,Cash on Delivery,Desktop,5,No
CUST1773,Samuel Wong,Male,64,Arthurton,2022-11-14,2025-04-30,10987,11,Clothing,Cash on Delivery,Tablet,4,No
CUST1774,Carly Riggs,Female,32,Bushville,2023-04-27,2025-04-17,655,6,Beauty,Debit Card,Mobile,3,No
CUST1775,Christopher Moore,Male,42,Nixonland,2023-03-25,2025-05-11,2458,12,Clothing,Credit Card,Tablet,4,No
CUST1776,Tina Hall,Male,53,Lake Jessica,2023-03-06,2025-04-15,11193,5,Beauty,Wallet,Tablet,3,No
CUST1777,Cody Davidson,Female,28,Stevenland,2023-07-01,2025-04-24,39612,12,Beauty,Net Banking,Desktop,4,No
CUST1778,Allen Mendez,Female,32,East Thomasland,2023-08-04,2025-05-04,39047,3,Beauty,Credit Card,Tablet,1,No
CUST1779,Kevin Price,Female,21,Chloemouth,2024-06-19,2025-04-17,29295,13,Clothing,Credit Card,Desktop,5,Yes
CUST1780,Christine Goodwin,Female,38,South Shawnfort,2023-12-28,2025-04-26,21947,11,Home,Debit Card,Mobile,3,No
CUST1781,Amy Garcia,Female,30,Robertport,2022-12-02,2025-04-23,37098,5,Clothing,Wallet,Tablet,4,Yes
CUST1782,Chelsea Nguyen,Male,39,Garyport,2024-03-14,2025-04-21,42314,6,Beauty,Net Banking,Mobile,2,Yes
CUST1783,Dennis Huffman,Male,36,Bryanfort,2023-03-30,2025-04-29,25715,11,Books,Wallet,Mobile,4,Yes
CUST1784,Margaret Harper,Male,51,New Brett,2024-12-01,2025-04-29,10294,11,Electronics,Debit Card,Mobile,4,Yes
CUST1785,Laurie Bailey,Female,31,Lisatown,2023-04-13,2025-04-17,33709,8,Beauty,Cash on Delivery,Tablet,3,Yes
CUST1786,Lisa Cervantes,Female,21,Toddberg,2023-07-27,2025-04-18,22924,9,Books,Credit Card,Desktop,4,No
CUST1787,Elizabeth Mendez,Male,63,Port Kristenview,2025-03-30,2025-04-15,47746,11,Home,Net Banking,Tablet,3,Yes
CUST1788,Cesar Wilson,Male,44,New Juan,2023-03-04,2025-05-07,37896,8,Beauty,Cash on Delivery,Mobile,5,No
CUST1789,Clayton Steele,Female,46,Alexisville,2024-02-22,2025-05-04,6870,10,Books,Debit Card,Desktop,3,Yes
CUST1790,Jennifer Taylor,Male,64,New Joanne,2023-02-18,2025-04-15,10028,12,Beauty,Wallet,Mobile,5,No
CUST1791,Cody Reid,Female,45,Woodburgh,2024-02-07,2025-05-12,28776,13,Clothing,Credit Card,Desktop,5,No
CUST1792,Maria Cooke,Female,52,Kimberlybury,2022-12-26,2025-04-30,44833,12,Books,Net Banking,Tablet,3,No
CUST1793,Katherine Taylor,Female,25,Whitehaven,2022-06-27,2025-04-26,8679,10,Clothing,Cash on Delivery,Desktop,2,No
CUST1794,Jerry Brown,Male,33,West Traceyberg,2023-08-07,2025-04-25,49281,10,Clothing,Cash on Delivery,Tablet,3,No
CUST1795,Adam Taylor,Female,59,Port Tyler,2023-06-24,2025-04-19,17343,11,Books,Credit Card,Mobile,5,No
CUST1796,Tracey Wagner,Female,53,Townsendbury,2023-05-14,2025-05-06,24452,4,Electronics,Wallet,Desktop,2,Yes
CUST1797,Michael Perry PhD,Female,47,Barberburgh,2024-12-28,2025-04-25,33660,11,Books,Debit Card,Mobile,4,No
CUST1798,Bradley Johnson DDS,Female,35,New Jessica,2024-04-13,2025-04-30,45398,6,Electronics,Wallet,Desktop,5,No
CUST1799,Donald Medina,Female,19,Brianview,2023-06-03,2025-04-16,30016,8,Beauty,Wallet,Tablet,3,No
CUST1800,Jim Newton,Female,30,North Garyfurt,2023-12-09,2025-04-30,10949,12,Beauty,Wallet,Desktop,4,No
CUST1801,Krista Wilson,Male,21,Turnerside,2024-11-04,2025-05-09,21625,8,Books,Credit Card,Desktop,2,No
CUST1802,Reginald Morrow,Female,43,South Frances,2025-04-10,2025-04-25,7918,11,Beauty,Credit Card,Tablet,2,No
CUST1803,Rodney Williams,Female,42,Wellsberg,2025-02-12,2025-04-17,23246,8,Home,Debit Card,Tablet,4,No
CUST1804,Kimberly Fritz,Male,47,Smithmouth,2024-04-24,2025-05-13,2954,7,Clothing,Wallet,Tablet,1,No
CUST1805,Ronald Potter,Female,28,Gregoryhaven,2022-09-24,2025-05-05,18261,8,Clothing,Credit Card,Desktop,3,Yes
CUST1806,Zachary Cole,Female,24,North Samanthastad,2022-05-30,2025-04-18,15723,9,Electronics,Debit Card,Mobile,5,No
CUST1807,Robert Gonzales,Female,48,Bishopview,2024-05-11,2025-05-05,7201,10,Beauty,Debit Card,Desktop,3,No
CUST1808,Patricia Young PhD,Male,61,Josephville,2022-12-06,2025-05-12,3097,9,Electronics,Wallet,Desktop,,Yes
CUST1809,Heather Page,Male,27,Destinyfurt,2023-09-28,2025-04-20,641,15,Clothing,Net Banking,Mobile,,Yes
CUST1810,Carol Taylor,Other,56,Mejiabury,2025-04-24,2025-04-18,3159,12,Clothing,Wallet,Tablet,3,No
CUST1811,Daniel Brown,Female,30,New Matthew,2024-01-21,2025-04-16,21480,8,Beauty,Net Banking,Desktop,1,No
CUST1812,Douglas Ryan,Male,48,West Amy,2025-04-14,2025-04-15,9531,15,Home,Debit Card,Mobile,4,Yes
CUST1813,Michael Roberts,Female,24,Port Carloschester,2023-04-08,2025-05-02,15537,5,Home,Credit Card,Tablet,3,No
CUST1814,Scott Duke,Female,59,New Daltonmouth,2023-12-30,2025-04-29,47238,5,Beauty,Cash on Delivery,Tablet,2,Yes
CUST1815,Anna Estes,Female,59,Jeffreyport,2024-03-01,2025-04-17,38929,11,Beauty,Debit Card,Desktop,4,No
CUST1816,Tamara Riddle,Female,53,Jamestown,2024-11-26,2025-04-20,6642,9,Electronics,Credit Card,Tablet,1,No
CUST1817,Beth Cline,Male,37,North Sheenaborough,2023-06-16,2025-04-17,12609,7,Beauty,Debit Card,Tablet,5,No
CUST1818,Michael Poole,Male,21,Lake Susanland,2022-09-04,2025-05-05,22510,8,Home,Wallet,Mobile,2,No
CUST1819,Megan Burns,Male,24,South Diana,2022-10-09,2025-04-16,9287,6,Beauty,Net Banking,Mobile,2,No
CUST1820,Debra Perry,Female,18,North Heather,2024-09-25,2025-04-28,43364,8,Electronics,Debit Card,Tablet,2,No
CUST1821,Mark Beard,Male,61,Kennethland,2022-08-13,2025-05-13,8972,13,Electronics,Credit Card,Mobile,,Yes
CUST1822,Jose Ramirez,Male,62,Livingstonview,2022-08-02,2025-05-04,23883,8,Electronics,Wallet,Tablet,4,No
CUST1823,Jackie Clements,Male,59,Schwartzmouth,2023-10-13,2025-04-17,4749,8,Electronics,Cash on Delivery,Desktop,5,No
CUST1824,Aaron Schroeder,Female,64,Fernandoland,2023-05-13,2025-04-18,48217,7,Books,Wallet,Mobile,3,No
CUST1825,Monica Ellis,Female,30,Kimberlyfurt,2024-05-14,2025-04-16,35018,9,Beauty,Net Banking,Tablet,3,No
CUST1826,Heather Brown,Male,39,Cookton,2023-11-15,2025-05-11,18851,11,Clothing,Wallet,Tablet,2,Yes
CUST1827,Claudia Jordan,Male,38,Stephanieview,2024-12-10,2025-04-16,4588,11,Beauty,Cash on Delivery,Mobile,3,Yes
CUST1828,Derrick Clayton,Female,39,South Chad,2025-03-21,2025-04-28,15782,9,Books,Credit Card,Mobile,4,Yes
CUST1829,Kenneth Knight,Male,45,New Philip,2024-11-28,2025-05-02,19830,9,Electronics,Debit Card,Desktop,4,No
CUST1830,Mr. Michael Williams,Male,26,Rodriguezside,2022-07-23,2025-05-03,42909,8,Books,Net Banking,Tablet,3,No
CUST1831,Richard Stevens,Male,43,Robinsonville,2022-05-22,2025-04-18,22278,8,Home,Cash on Delivery,Desktop,5,No
CUST1832,Scott Alexander,Male,26,Baldwinville,2023-06-12,2025-05-13,24764,10,Home,Net Banking,Desktop,2,No
CUST1833,Tyler Harris,Male,32,North Chadview,2024-07-05,2025-05-03,5575,14,Beauty,Wallet,Desktop,,No
CUST1834,Bonnie Santos,Female,27,Smithfort,2024-12-31,2025-04-25,10912,7,Beauty,Net Banking,Mobile,1,No
CUST1835,Timothy Hill,Male,41,Lake Danielle,2023-12-26,2025-05-13,48954,11,Clothing,Cash on Delivery,Desktop,3,Yes
CUST1836,Danielle Watson,Female,59,Lake Peterberg,2023-08-26,2025-04-14,28865,3,Clothing,Debit Card,Mobile,3,No
CUST1837,Carol Sanders,Male,25,Rebeccashire,2024-01-17,2025-05-06,7730,9,Home,Debit Card,Mobile,3,Yes
CUST1838,Michael Young,Female,41,New Jasminefort,2025-03-21,2025-05-02,48700,15,Electronics,Net Banking,Desktop,4,Yes
CUST1839,Michele Smith,Female,33,Grahamland,2023-12-11,2025-05-06,11502,10,Books,Credit Card,Desktop,3,No
CUST1840,Casey Perez,Male,43,North Patrick,2022-12-05,2025-05-04,14447,16,Clothing,Net Banking,Tablet,3,No
CUST1841,Alexandra Dominguez,Female,44,Martinezside,2024-09-29,2025-04-18,14186,13,Clothing,Wallet,Desktop,4,No
CUST1842,Virginia Henderson,Male,54,Mathewport,2022-07-16,2025-04-30,29804,9,Electronics,Debit Card,Tablet,4,No
CUST1843,Benjamin Reyes,Other,21,Brownland,2024-10-31,2025-04-15,13574,14,Electronics,Debit Card,Desktop,5,No
CUST1844,Ashley Edwards,Male,41,Amandamouth,2023-02-16,2025-05-06,4993,6,Beauty,Debit Card,Desktop,2,No
CUST1845,Breanna Ayala,Male,36,Port Steveport,2023-06-22,2025-05-09,34728,3,Books,Credit Card,Desktop,4,No
